Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories,Influencer_Tier
Pankaj & Nidhi,pankajandnidhi,6.34,302500,330.0,1800.0,0.11,New Delhi,Lifestyle and Fashion,Mid Tier
Sone Kanwar,sonekanwar,8.43,300800,11700.0,50200.0,3.89,Noida,Lifestyle and Fashion,Mid Tier
Ponds India,pondsindia,6.29,300800,304.0,1900.0,0.1,Mumbai,Lifestyle and Fashion,Mid Tier
POPxo Fashion,popxofashion,7.64,300800,1500.0,14000.0,0.51,India,Lifestyle and Fashion,Mid Tier
Mehak Sethi,_mehaksethi_,7.6,299900,1000.0,21400.0,0.35,Delhi,Lifestyle and Fashion,Mid Tier
Muskan Chanchlani,missmcblush,8.71,299200,25600.0,38900.0,8.6,Ulhasnagar,Lifestyle and Fashion,Mid Tier
Shivam Gupta,the_indian_messieurs,8.6,297100,20300.0,11400.0,6.87,Delhi,Lifestyle and Fashion,Mid Tier
Riyanka Sarkar,riyankasarkarofficial,8.26,296400,8500.0,93400.0,2.88,Kolkata,Lifestyle and Fashion,Mid Tier
Monalisha Mahapatra,monalishamahapatra_,6.93,291600,562.0,43100.0,0.2,New Delhi,Lifestyle and Fashion,Mid Tier
Shalini Samuel (Be Beautiful),bebeautiful_india,5.48,288900,134.0,2900.0,0.05,Maharashtra,Lifestyle and Fashion,Mid Tier
Bharat Reshma Grover,bharat_reshma,7.75,287200,2700.0,31100.0,0.94,Delhi,Lifestyle and Fashion,Mid Tier
Dolly J,dollyjstudio,5.67,285500,158.0,16200.0,0.06,Mumbai,Lifestyle and Fashion,Mid Tier
URVI SHETTY,urvishetty,7.73,284300,2400.0,11500.0,0.87,Mumbai,Lifestyle and Fashion,Mid Tier
Shivani || Sisters Journal,shivani29agg,7.6,283400,1000.0,47100.0,0.39,Faridabad,Lifestyle and Fashion,Mid Tier
NIkhiluuuuuuuuu,nikhilvijayendrasimha,8.35,279100,9400.0,71900.0,3.39,Hyderabad,Lifestyle and Fashion,Mid Tier
Riya Dixit,riyaadixit,8.11,275500,6700.0,29200.0,2.47,Delhi,Lifestyle and Fashion,Mid Tier
Suvigya Sharma,suvigyasharmatheartist,7.93,275400,4800.0,21800.0,1.75,Rajasthan,Lifestyle and Fashion,Mid Tier
GAURI MEHTA,gaurimehtaa,7.6,274200,1100.0,1800.0,0.39,India,Lifestyle and Fashion,Mid Tier
HARSH PANDIT ????,harsh.pandit,7.93,273200,4700.0,35900.0,1.75,Delhi,Lifestyle and Fashion,Mid Tier
Daizy & Ankit,the.vogue.vanity,8.2,270400,7800.0,26600.0,2.88,Mumbai,Arts and Entertainment,Mid Tier
Shree Designer Saree,shreedesignersaree,7.52,270100,895.0,12000.0,0.35,India,Lifestyle and Fashion,Mid Tier
Natasha Luthra,natasha.luthra,7.62,269300,1200.0,13200.0,0.46,Mumbai,Lifestyle and Fashion,Mid Tier
Stylefashionetc,stylefashionetc,7.75,268200,2600.0,25600.0,1.01,New Delhi,Lifestyle and Fashion,Mid Tier
AianaJ,aianajsays,7.99,267700,5400.0,22100.0,2.02,Mumbai,Lifestyle and Fashion,Mid Tier
Brinda Shah,brindaashah,7.78,266000,3000.0,31200.0,1.14,Mumbai,Lifestyle and Fashion,Mid Tier
AlOthman Fashion,alothmanfashion,4.6,265700,63.0,1000.0,0.02,Salem,Lifestyle and Fashion,Mid Tier
Hemant&Nandita,hemantandnandita,6.2,265300,274.0,7700.0,0.1,India,Lifestyle and Fashion,Mid Tier
Phuljhadi,phuljhadi,6.99,264300,604.0,3000.0,0.23,New Delhi,Lifestyle and Fashion,Mid Tier
Sameeksha Takke,sameekshatakke13,9.04,263100,42200.0,70300.0,16.13,Mumbai,Lifestyle and Fashion,Mid Tier
Muskan Roy,muskanr_,8.43,262700,11500.0,114700.0,4.39,India,Lifestyle and Fashion,Mid Tier
The Style Syndrome,iamnitinsinghrajput,8.45,262300,12400.0,50000.0,4.78,Mumbai,Lifestyle and Fashion,Mid Tier
AKHAND PRATAP SINGH,akhandpratapsinghh,8.32,259500,9100.0,40500.0,3.52,New Delhi,Lifestyle and Fashion,Mid Tier
??Rooh ?,luxyrawa,7.37,259399,820.0,5400.0,0.33,Delhi,Lifestyle and Fashion,Mid Tier
Scherezade Shroff,sherryshroff,7.05,257700,642.0,19300.0,0.26,Chandigarh,Lifestyle and Fashion,Mid Tier
Priya Beniwal,priabeniwal,9.22,254100,141800.0,444100.0,55.89,New Delhi,Lifestyle and Fashion,Mid Tier
Prashant Singh,who_prashant,7.78,253500,3100.0,25600.0,1.22,New Delhi,Lifestyle and Fashion,Mid Tier
Myhappinesz,myhappinesz,7.18,253400,721.0,44900.0,0.29,New Delhi,Family and Parenting,Mid Tier
Prerna - Styling Inspirations,prernachhabra,8.42,251200,11300.0,43200.0,4.56,New Delhi,Lifestyle and Fashion,Mid Tier
Yash Katyal,yash_katyal,8.16,248800,7300.0,64500.0,2.96,Delhi,Lifestyle and Fashion,Mid Tier
SONALI MITRA,sonalimitra_,8.42,246800,11100.0,20900.0,4.56,Kolkata,Lifestyle and Fashion,Mid Tier
Photography,praveenbhat,7.67,245400,1800.0,17300.0,0.73,Delhi,Lifestyle and Fashion,Mid Tier
Forest Essentials,forestessentials,6.16,244000,255.0,7800.0,0.11,India,Lifestyle and Fashion,Mid Tier
Iba Halal Care,ibacosmetics,6.3,243300,307.0,7300.0,0.13,Ahmedabad,Lifestyle and Fashion,Mid Tier
Shravya Varma,shravyavarma,7.89,243200,4300.0,218600.0,1.77,Hyderabad,Lifestyle and Fashion,Mid Tier
Tanaya Gupta,tanayagupta09,7.72,241700,2400.0,5100.0,1.01,Mumbai,Lifestyle and Fashion,Mid Tier
Megha Prasad,the_megha_prasad,7.7,240800,2200.0,7000.0,0.91,India,Arts and Entertainment,Mid Tier
Jaijeet Singh,singhjaijeet_4,8.54,240000,17100.0,133100.0,7.16,New Delhi,Lifestyle and Fashion,Mid Tier
J U S T  H E R B S,justherbsindia,6.49,239800,328.0,4300.0,0.16,Chennai,Lifestyle and Fashion,Mid Tier
//MELANIE//,mehrpanchal,8.69,238900,24400.0,19700.0,10.26,Vadodara,Lifestyle and Fashion,Mid Tier
Megha,perkymegs,8.01,236200,5600.0,74900.0,2.39,India,Lifestyle and Fashion,Mid Tier
Shivali Chauhan||Blogger,classifiedbird,8.22,234400,8000.0,70700.0,3.42,Haryana,Lifestyle and Fashion,Mid Tier
Sonal Agrawal,pinkpeppercorn_sonal,7.75,232600,2700.0,44600.0,1.16,Mumbai,Lifestyle and Fashion,Mid Tier
Aswathy Ashok Kumar,asvimalayalamaswathy,8.01,232400,5600.0,132200.0,2.43,Kerala,Lifestyle and Fashion,Mid Tier
Shreya Srivastava,shreyasrivastavaaaa,8.58,231200,19000.0,53300.0,8.25,Mumbai,Lifestyle and Fashion,Mid Tier
Sadhique Aboobacker,sadhique_aboobacker,7.71,230100,2200.0,5700.0,0.98,Kerala,Lifestyle and Fashion,Mid Tier
TalkSassy,talksassy,8.1,229800,6600.0,70100.0,2.91,India,Lifestyle and Fashion,Mid Tier
Payal Tosyan,payaltosyan,8.2,227100,7700.0,7300.0,3.41,Kolkata,Lifestyle and Fashion,Mid Tier
Mrittika Bhunia,winged__girl,8.5,226200,15100.0,108000.0,6.75,Kolkata,Health and Fitness,Mid Tier
"KAVITA | Model, Actor, Blogger",thecrimsonheat,8.11,225900,6800.0,50300.0,3.02,Pune,Arts and Entertainment,Mid Tier
Monisha Jaising,monishajaising,5.02,222700,87.0,1800.0,0.04,Mumbai,Lifestyle and Fashion,Mid Tier
Super Style Tips,komalgudan,8.15,220300,7200.0,116400.0,3.28,India,Lifestyle and Fashion,Mid Tier
Sahher Bambba,sahherbambba,7.96,220200,4900.0,10600.0,2.3,Shimla,Arts and Entertainment,Mid Tier
Unnati Malik,unnatimalik,7.94,219900,4800.0,40500.0,2.21,New Delhi,Lifestyle and Fashion,Mid Tier
Diksha Panth,dikshapanth,7.71,218100,2300.0,4700.0,1.07,Hyderabad,Lifestyle and Fashion,Mid Tier
Five Feet Five Blog,fivefeetfiveblog,7.73,215400,2500.0,17600.0,1.17,India,Lifestyle and Fashion,Mid Tier
SHAFFAFSP,shaffafsp,8.44,215400,11900.0,53300.0,5.59,Bengaluru,Lifestyle and Fashion,Mid Tier
Amita  ??????God Empowers Lives ??,amitamarykaybeauty,5.45,215200,129.0,89.0,0.06,India,Lifestyle and Fashion,Mid Tier
Bangalore Times,bangalore_times,7.8,214100,3400.0,26200.0,1.57,Bengaluru,Lifestyle and Fashion,Mid Tier
Meghna Datta,meghnaadattaofficial,8.26,211900,8500.0,17300.0,4.01,India,Arts and Entertainment,Mid Tier
Stefy Gupta??,stefygupta,7.9,211500,4400.0,18400.0,2.11,Haryana,Lifestyle and Fashion,Mid Tier
Fabulous Mom Life,fabulousmomlife,7.93,208500,4700.0,91100.0,2.28,Nagpur,Lifestyle and Fashion,Mid Tier
Aashna Bhagwani,aashna_bhagwani,8.02,208000,5600.0,48500.0,2.75,Pune,Lifestyle and Fashion,Mid Tier
Meena,angelmstyle,7.87,207200,3900.0,49100.0,1.97,New Delhi,Lifestyle and Fashion,Mid Tier
SHWETA TRIPATHI,shwetatripathi06,8.01,205400,5300.0,10600.0,2.74,New Delhi,Lifestyle and Fashion,Mid Tier
Roberta Woodworth,therobertawoodworth,7.95,205100,5000.0,9900.0,2.44,Assam,Lifestyle and Fashion,Mid Tier
Allia Al Rufai,alliaalrufai,6.08,202900,227.0,3100.0,0.11,Mumbai,Lifestyle and Fashion,Mid Tier
Chaitra Poojary,thealluringchic,7.87,200700,4000.0,50500.0,2.05,Mumbai,Lifestyle and Fashion,Mid Tier
Woman's Era,womanseramagazine,3.86,200300,30.0,1600.0,0.01,New Delhi,Lifestyle and Fashion,Mid Tier
Anagha,kitakaturi,7.67,200100,1800.0,48300.0,0.92,Mumbai,Lifestyle and Fashion,Mid Tier
Neha Vora,nehakvora,7.79,199600,3200.0,51800.0,1.62,Mumbai,Lifestyle and Fashion,Mid Tier
Dolly Jalan??,dollyjalan18,7.63,199400,1400.0,2100.0,0.72,Mumbai,Lifestyle and Fashion,Mid Tier
Kinjal Bhanushali,kinjalshuklabhanushali,8.29,199300,8700.0,105300.0,4.4,Mumbai,Lifestyle and Fashion,Mid Tier
K A R A N   K A P O O R,karan.kapoor_official_,6.89,199200,553.0,7500.0,0.28,Mumbai,Lifestyle and Fashion,Mid Tier
Fit Look,fitlookmagazine,8.11,198300,6700.0,70100.0,3.4,New Delhi,Lifestyle and Fashion,Mid Tier
